Run: 0
b'620' b'5856182.000000' b'3059.141992' b'35.491342' b'3094.633690'
b'630' b'5856182.000000' b'3105.795057' b'36.111776' b'3141.907194'
b'640' b'5856182.000000' b'3152.627530' b'36.692529' b'3189.320443'
b'650' b'5856182.000000' b'3199.649793' b'37.297516' b'3236.947697'
b'660' b'5855800.000000' b'3246.557200' b'37.867904' b'3284.425495'
b'670' b'5855800.000000' b'3293.519207' b'38.431715' b'3331.951320'
b'680' b'5855800.000000' b'3340.147109' b'38.974792' b'3379.122303'
b'690' b'5855800.000000' b'3386.997296' b'39.513052' b'3426.510757'
b'700' b'5855800.000000' b'3433.894890' b'40.202406' b'3474.097713'
b'710' b'5855800.000000' b'3480.851149' b'40.738168' b'3521.589753'
b'720' b'5855800.000000' b'3527.738293' b'41.407752' b'3569.146490'
b'730' b'5855800.000000' b'3574.550334' b'41.922373' b'3616.473158'
b'740' b'5855800.000000' b'3621.447901' b'42.481937' b'3663.930295'
b'750' b'5855800.000000' b'3668.087197' b'43.019208' b'3711.106879'
b'760' b'5855800.000000' b'3714.933476' b'43.492695' b'3758.426662'
